RUBRO,SUBRUBRO,MARCA,Rubro,Subrubro,,Orden,Codigo,Nombre,Precio,Unidad por bulto fact.,Texto,
MATERIALES GRUESOS            ,LOIMAR    -LADRILLOS HUECOS   ,LOIMAR,17,1108,17.1108,5,4449,LADRILLO HUECO AUTOPORTANTE 18X19X33 LOIMAR       ,12.76,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,776,17.0776,1,11610,BLOQUE HORMIGON PLAQUETA P/REV 5X19X39      PL-E20,10.71,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,776,17.0776,3,5811,BLOQUE HORMIGON SPLIT 19X19X39              SB S20,17.42,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,776,17.0776,5,26640,BLOQUE HORMIGON SPLIT ENC 19X19X39         SB SU20,19.52,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,776,17.0776,6,5812,BLOQUE HORMIGON SPLIT ESQUINA 19X19X39     SB SE20,19.52,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,776,17.0776,7,11327,BLOQUE HORMIGON SPLIT MED ESQ 19X19X19    SB SEM20,11.02,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,776,17.0776,8,5943,BLOQUE HORMIGON SPLIT MEDIO 19X19X19       SB SM20,9.92,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,1395,17.1395,1,61,BLOQUE HORMIGON STANDARD 19X19X39            SB 20,12.48,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,1395,17.1395,2,62,BLOQUE HORMIGON STANDARD 1/2 19X19X19       SBM 20,7.93,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,1395,17.1395,3,67,BLOQUE HORMIGON STANDARD ENC 19X19X39       SBU 20,13,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,1395,17.1395,4,5945,BLOQUE HORMIGON STANDARD 10X19X39            SB 10,8.1,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,1395,17.1395,5,5946,BLOQUE HORMIGON STANDARD 14X19X39            SB 15,9.96,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,1395,17.1395,6,11336,BLOQUE HORMIGON STANDARD 1/2 10X19X19       SBM 10,5.67,1,UNI,1
MATERIALES GRUESOS            ,SHAP - BLOQUES HORMIGON       ,SHAP,17,1395,17.1395,7,7856,BLOQUE HORMIGON STANDARD 1/2 14X19X19       SBM 15,6.57,1,UNI,1
MATERIALES GRUESOS            ,PRETAN - BLOQUES HORMIGON     ,PRETAN,17,2306,17.2306,1,8199,BLOQUE HORMIGON STANDARD ENC 14X19X19        PU15M,7.16,1,UNI,1
MATERIALES GRUESOS            ,PRETAN - BLOQUES HORMIGON     ,PRETAN,17,2306,17.2306,2,8275,BLOQUE HORMIGON STANDARD U 19X19X19          PU20M,8.52,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,1,11603,LADRILLO VIDRIO COLOR ONDUL SATINADO AZUL 19X19X8 ,73.79,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,2,21614,LADRILLO VIDRIO COLOR ONDUL SATINADO NORDICA      ,73.79,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,3,21615,LADRILLO VIDRIO COLOR ONDUL SATINADO ROSA 19X19X8 ,73.79,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,4,21616,LADRILLO VIDRIO COLOR ONDUL SATINADO SIENA 19X19X8,73.79,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,5,21617,LADRILLO VIDRIO COLOR ONDUL SATINADO VERDE 19X19X8,72.41,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,6,11601,LADRILLO VIDRIO COLOR ONDUL TRANS AZUL 19X19X8    ,47.59,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,7,21610,LADRILLO VIDRIO COLOR ONDUL TRANS NORDICA 19X19X8 ,47.8,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,8,21611,LADRILLO VIDRIO COLOR ONDUL TRANS ROSA 19X19X8    ,46.45,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,9,21612,LADRILLO VIDRIO COLOR ONDUL TRANS SIENA 19X19X8   ,50.98,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,10,21613,LADRILLO VIDRIO COLOR ONDUL TRANS VERDE 19X19X8   ,45.47,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,11,9620,LADRILLO VIDRIO INCOLORO BURBUJA 19X19X8          ,32.68,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,13,9619,LADRILLO VIDRIO INCOLORO SIMIL SATINADO 19X19X8   ,41.5,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,14,21609,LADRILLO VIDRIO SATINADO BASTON CRUZADO 19X19X8   ,47.34,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,15,11592,LADRILLO VIDRIO SATINADO LISO 19X19X8             ,59.51,1,UNI,1
MATERIALES GRUESOS            ,DI BAIA-LADRILLO DE VIDRIO    ,DI BAIA,17,1679,17.1679,16,11590,LADRILLO VIDRIO SATINADO ONDULADO 19X19X8         ,61.89,1,UNI,1
MATERIALES GRUESOS            ,VITROBLOCK-LADRILLO DE VIDRIO ,VITROBLOCK,17,2197,17.2197,1,15620,LADRILLO VIDRIO DISTANCIADOR DE                   ,3.84,1,UNI,1
MATERIALES GRUESOS            ,VITROBLOCK-LADRILLO DE VIDRIO ,VITROBLOCK,17,2197,17.2197,2,16334,LADRILLO VIDRIO INCOLORO BASTON CRUZADO 19X19X8   ,29.88,1,UNI,1
MATERIALES GRUESOS            ,VITROBLOCK-LADRILLO DE VIDRIO ,VITROBLOCK,17,2197,17.2197,3,11588,LADRILLO VIDRIO INCOLORO LISO 19X19X8             ,32.89,1,UNI,1
MATERIALES GRUESOS            ,VITROBLOCK-LADRILLO DE VIDRIO ,VITROBLOCK,17,2197,17.2197,4,16333,LADRILLO VIDRIO INCOLORO ONDULADO CLEAR WAVY      ,30.47,1,UNI,1
MATERIALES GRUESOS            ,VELTRI    -METAL DESPLEGADO   ,VELTRI,17,173,17.0173,1,2607,HOJA METAL DESPLEG MEDIAN-HOJA 0.75X2.00          ,15.14,1,UNI,1
MATERIALES GRUESOS            ,VELTRI    -METAL DESPLEGADO   ,VELTRI,17,173,17.0173,2,2608,HOJA METAL DESPLEG REFORZ-HOJA 0.80X2.00          ,21,1,UNI,1
MATERIALES GRUESOS            ,VELTRI    -METAL DESPLEGADO   ,VELTRI,17,173,17.0173,3,8374,GUARDACANTO P/YESO - TIRA 2 MTS                   ,9.28,1,UNI,1
MATERIALES GRUESOS            ,EUROMAGLIA - MALLAS PLASTICAS ,EUROMAGLIA,17,2202,17.2202,1,25019,MALLA PLASTICA ANTIFISURA P/REV FINO (R 1X50 MTS) ,844.44,1,UNI,1
MATERIALES GRUESOS            ,EUROMAGLIA - MALLAS PLASTICAS ,EUROMAGLIA,17,2202,17.2202,2,25021,MALLA PLASTICA ANTIFISURA P/REV GRUESO (R 1X50 MTS,886.72,1,UNI,1
MATERIALES GRUESOS            ,EUROMAGLIA - MALLAS PLASTICAS ,EUROMAGLIA,17,2202,17.2202,3,25022,MALLA PLASTICA P/SOPORTE DE MEMBR 12X12 CM (2X50 M,131.76,1,UNI,1
