"RUBRO","SUBRUBRO","MARCA","Rubro","Subrubro",,"Orden","Codigo","Nombre","Precio","Unidad por bulto fact.","Texto",
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",2,21253,"ALBALUX BASE P X  3.6 LTS                         ","240.59",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",3,21254,"ALBALUX BASE P X 17.4 LTS                         ","1047.05",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",4,21255,"ALBALUX BASE M X  0.9 LTS                         ","55.21",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",5,21256,"ALBALUX BASE M X  3.6 LTS                         ","209.6",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",6,21257,"ALBALUX BASE M X 17.4 LTS                         ","911.33",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",7,21258,"ALBALUX BASE F X  0.9 LTS                         ","51.15",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",8,21259,"ALBALUX BASE F X  3.6 LTS                         ","194.99",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",9,21260,"ALBALUX BASE F X 17.4 LTS                         ","847.46",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",10,21261,"ALBALUX BASE T X 0.9 LTS                          ","46.28",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBALUX ESM ","ALBA",23,1707,"23.1707",11,21262,"ALBALUX BASE T X 3.6 LTS                          ","175.5",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",1,21271,"SATINOL BASE P X  0.9 LTS                         ","63.46",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",2,21272,"SATINOL BASE P X  3.6 LTS                         ","240.59",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",3,21273,"SATINOL BASE P X 17.4 LTS                         ","1047.05",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",4,21274,"SATINOL BASE M X  0.9 LTS                         ","56.15",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",5,21275,"SATINOL BASE M X  3.6 LTS                         ","213.66",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",6,21276,"SATINOL BASE M X 17.4 LTS                         ","928.51",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",7,21277,"SATINOL BASE F X  0.9 LTS                         ","51.15",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",8,21278,"SATINOL BASE F X  3.6 LTS                         ","194.99",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",9,21279,"SATINOL BASE F X 17.4 LTS                         ","847.46",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",10,21280,"SATINOL BASE T X 0.9 LTS                          ","46.28",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO SATINOL ESM ","ALBA",23,1709,"23.1709",11,21281,"SATINOL BASE T X 3.6 LTS                          ","175.5",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBAMATE ESM","ALBA",23,1708,"23.1708",1,21263,"ALBAMATE BASE P X 0.9 LTS                         ","56.02",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBAMATE ESM","ALBA",23,1708,"23.1708",2,21264,"ALBAMATE BASE P X 3.6 LTS                         ","212.58",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBAMATE ESM","ALBA",23,1708,"23.1708",3,21265,"ALBAMATE BASE M X 0.9 LTS                         ","50.47",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBAMATE ESM","ALBA",23,1708,"23.1708",4,21266,"ALBAMATE BASE F X 3.6 LTS                         ","192.14",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBAMATE ESM","ALBA",23,1708,"23.1708",5,21267,"ALBAMATE BASE F X 0.9 LTS                         ","47.09",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBAMATE ESM","ALBA",23,1708,"23.1708",6,21268,"ALBAMATE BASE M X 3.6 LTS                         ","177.94",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBAMATE ESM","ALBA",23,1708,"23.1708",7,21269,"ALBAMATE BASE T X 0.9 LTS                         ","39.51",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO ALBAMATE ESM","ALBA",23,1708,"23.1708",8,21270,"ALBAMATE BASE T X 3.6 LTS                         ","149.66",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO ALBALUX ALBA","ALBA",23,2292,"23.2292",1,26464,"ALBA ESMALTE AL AGUA BRILLANTE BASE M X 0.90 LTS. ","71.21",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO ALBALUX ALBA","ALBA",23,2292,"23.2292",2,26466,"ALBA ESMALTE AL AGUA BRILLANTE BASE F X 0.90 LTS. ","71.21",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO ALBALUX ALBA","ALBA",23,2292,"23.2292",3,26468,"ALBA ESMALTE AL AGUA BRILLANTE BASE T X 0.90 LTS. ","62.01",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO ALBALUX ALBA","ALBA",23,2292,"23.2292",4,26465,"ALBA ESMALTE AL AGUA BRILLANTE BASE M X 3.60 LTS. ","270.37",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO ALBALUX ALBA","ALBA",23,2292,"23.2292",5,26467,"ALBA ESMALTE AL AGUA BRILLANTE BASE F X 3.60 LTS. ","270.37",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO ALBALUX ALBA","ALBA",23,2292,"23.2292",6,26469,"ALBA ESMALTE AL AGUA BRILLANTE BASE T X 3.60 LTS. ","234.64",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO - SATINOL ES","ALBA",23,2293,"23.2293",1,26470,"ALBA ESMALTE AL AGUA SATINADO BASE M X 0.90 LTS.  ","76.72",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO - SATINOL ES","ALBA",23,2293,"23.2293",2,26472,"ALBA ESMALTE AL AGUA SATINADO BASE F X 0.90 LTS.  ","76.72",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO - SATINOL ES","ALBA",23,2293,"23.2293",3,26474,"ALBA ESMALTE AL AGUA SATINADO BASE T X 0.90 LTS.  ","66.08",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO - SATINOL ES","ALBA",23,2293,"23.2293",4,26471,"ALBA ESMALTE AL AGUA SATINADO BASE M X 3.60 LTS.  ","292.44",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO - SATINOL ES","ALBA",23,2293,"23.2293",5,26473,"ALBA ESMALTE AL AGUA SATINADO BASE F X 3.60 LTS.  ","292.44",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA TINTOMETRICO - SATINOL ES","ALBA",23,2293,"23.2293",6,26475,"ALBA ESMALTE AL AGUA SATINADO BASE T X 3.60 LTS.  ","251.19",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO MUESTRA DE C","ALBA",23,1995,"23.1995",1,23769,"ALBA MUESTRA DE COLOR BASE F X  0.4 LT            ","19.71",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO MUESTRA DE C","ALBA",23,1995,"23.1995",2,23768,"ALBA MUESTRA DE COLOR BASE M X  0.4 LT            ","19.71",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO MUESTRA DE C","ALBA",23,1995,"23.1995",3,23767,"ALBA MUESTRA DE COLOR BASE P X  0.4 LT            ","19.71",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO MUESTRA DE C","ALBA",23,1995,"23.1995",4,23770,"ALBA MUESTRA DE COLOR BASE T X  0.4 LT            ","19.71",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",1,21344,"TINTA CONCENTRADA X 0.946 CC AMARILLO             ","404.9",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",2,21345,"TINTA CONCENTRADA X 0.946 CC NARANJA              ","493.33",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",3,21346,"TINTA CONCENTRADA X 0.946 CC ROJO                 ","449.86",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",4,21347,"TINTA CONCENTRADA X 0.946 CC ROJO OXIDO           ","210.37",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",6,21349,"TINTA CONCENTRADA X 0.946 CC VERDE                ","297.41",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",7,21350,"TINTA CONCENTRADA X 0.946 CC AZUL                 ","217.45",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",8,21351,"TINTA CONCENTRADA X 0.946 CC MAGENTA              ","405.1",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",9,21352,"TINTA CONCENTRADA X 0.946 CC NEGRO                ","118.25",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",10,21353,"TINTA CONCENTRADA X 0.946 CC BLANCO               ","226.23",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",11,21354,"TINTA CONCENTRADA X 0.946 CC AMARILLO OXIDO       ","188.34",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-TINTOMETRICO CONCENTRADOS","ALBA",23,1715,"23.1715",12,21355,"TINTA CONCENTRADA X 0.946 CC TIERRA SOMBRA        ","153.74",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-EFECTOS ESPECIALES       ","ALBA",23,1308,"23.1308",10,18992,"ALBA EFECTOS ESPECIALES BASE P X 0.90 LT          ","46.65",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-EFECTOS ESPECIALES       ","ALBA",23,1308,"23.1308",20,18993,"ALBA EFECTOS ESPECIALES GEL X 0.90 LT             ","46.65",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-INDUSTRIA STANDARD ALBAVI","ALBA",23,2147,"23.2147",1,3442,"ALBAVIAL AMARILLO X 4 LTS                         ","236.12",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-INDUSTRIA STANDARD ALBAVI","ALBA",23,2147,"23.2147",2,3441,"ALBAVIAL BLANCO   X 4 LTS                         ","173.8",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-INDUSTRIA STANDARD INDALB","ALBA",23,257,"23.0257",21,3402,"ALBA INDALBA-980 ROJO SENAL       X  4 LTS        ","171.12",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-INDUSTRIA STANDARD INDALB","ALBA",23,257,"23.0257",22,3414,"ALBA INDALBA-980 ROJO SENAL       X 20 LTS        ","806.73",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-INDUSTRIA STANDARD INDALB","ALBA",23,257,"23.0257",23,3406,"ALBA INDALBA-987 VERDE TRACTOR    X  4 LTS        ","145.6",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-INDUSTRIA STANDARD INDALB","ALBA",23,257,"23.0257",24,3417,"ALBA INDALBA-987 VERDE TRACTOR    X 20 LTS        ","670.59",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",1,20688,"ALBA ESM INDUSTRIAL ALUMINIO 017 X  4 LTS         ","172.02",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",2,20689,"ALBA ESM INDUSTRIAL ALUMINIO 017 X 20 LTS         ","768.05",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",3,20686,"ALBA ESM INDUSTRIAL AMARILLO 004 X  4 LTS         ","184.07",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",4,23785,"ALBA ESM INDUSTRIAL AMARILLO 004 X 20 LTS         ","821.69",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",5,20946,"ALBA ESM INDUSTRIAL AMARILLO CATERPILLAR X  4 LTS ","168.85",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",6,21737,"ALBA ESM INDUSTRIAL AMARILLO CATERPILLAR X 20 LTS ","791.54",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",7,20945,"ALBA ESM INDUSTRIAL AMARILLO MEDIANO 056 X  4 LTS ","192.32",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",8,21738,"ALBA ESM INDUSTRIAL AMARILLO MEDIANO 056 X 20 LTS ","915.4",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",9,20691,"ALBA ESM INDUSTRIAL AZULEJO 032 X  4 LTS          ","134.73",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",10,20773,"ALBA ESM INDUSTRIAL AZULEJO 032 X 20 LTS          ","661.06",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",11,20942,"ALBA ESM INDUSTRIAL AZUL MARINO X  4 LTS          ","183.58",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",12,24488,"ALBA ESM INDUSTRIAL AZUL MARINO X 20 LTS          ","898.11",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",13,20944,"ALBA ESM INDUSTRIAL BERMELLON 002 X  4 LTS        ","188.39",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",14,21741,"ALBA ESM INDUSTRIAL BERMELLON 002 X 20 LTS        ","924.44",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",15,20687,"ALBA ESM INDUSTRIAL BLANCO 001 X  4 LTS           ","175.22",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",16,21567,"ALBA ESM INDUSTRIAL BLANCO 001 X 20 LTS           ","782.28",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",17,20690,"ALBA ESM INDUSTRIAL GRIS 020 X  4 LTS             ","122.16",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",18,20774,"ALBA ESM INDUSTRIAL GRIS 020 X 20 LTS             ","560.66",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",19,21740,"ALBA ESM INDUSTRIAL GRIS ESPACIAL 026 X  4 LTS    ","130.37",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",20,21739,"ALBA ESM INDUSTRIAL GRIS ESPACIAL 026 X 20 LTS    ","630.21",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",21,20947,"ALBA ESM INDUSTRIAL NARANJA X  4 LTS              ","175.22",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",22,23400,"ALBA ESM INDUSTRIAL NARANJA X 20 LTS              ","850.36",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",23,21742,"ALBA ESM INDUSTRIAL NARANJA PRIDE X  4 LTS        ","168.85",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",24,20941,"ALBA ESM INDUSTRIAL NEGRO X  4 LTS                ","131.46",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",25,21736,"ALBA ESM INDUSTRIAL NEGRO X 20 LTS                ","635.75",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",26,20052,"ALBA ESM INDUSTRIAL NEGRO MATE X 4 LTS            ","133.93",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",28,22650,"ALBA ESM INDUSTRIAL SEMIMATE BLANCO X 20 LTS      ","916.94",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",29,20943,"ALBA ESM INDUSTRIAL VERDE INGLES X  4 LTS         ","126.93",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",30,21566,"ALBA ESM INDUSTRIAL VERDE INGLES X 20 LTS         ","630.66",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",31,20090,"ALBA FONDO CONVERT OXIDO BLANCO X 20 LTS          ","841.03",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",32,14034,"ALBA FONDO INDUSTRIAL GRIS X  4 LTS               ",117,1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",33,18707,"ALBA FONDO INDUSTRIAL GRIS X 20 LTS               ","569.13",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",34,21955,"ALBA FONDO INDUSTRIAL ROJO X  4 LTS               ","116.99",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESMALTE INDUSTRIAL       ","ALBA",23,1668,"23.1668",35,21956,"ALBA FONDO INDUSTRIAL ROJO X 20 LTS               ","537.08",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",5,23185,"ALBA ESMALTE AL AGUA AMARILLO DAISY X  0.5 LT     ","58.41",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",6,23186,"ALBA ESMALTE AL AGUA AMARILLO DAISY X  1 LT       ","93.56",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",7,23187,"ALBA ESMALTE AL AGUA AMARILLO DAISY X  4 LTS      ","355.61",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",8,23179,"ALBA ESMALTE AL AGUA BLANCO X  0.5 LT             ","58.54",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",9,23180,"ALBA ESMALTE AL AGUA BLANCO X  1 LT               ","93.56",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",10,23181,"ALBA ESMALTE AL AGUA BLANCO X  4 LTS              ","355.61",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",11,23188,"ALBA ESMALTE AL AGUA GRIS PERSA X  0.5 LT         ","58.41",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",12,23189,"ALBA ESMALTE AL AGUA GRIS PERSA X  1 LT           ","93.56",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",13,23190,"ALBA ESMALTE AL AGUA GRIS PERSA X  4 LTS          ","355.61",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",14,23182,"ALBA ESMALTE AL AGUA ROJO DERBY X  0.5 LT         ","58.41",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",15,23183,"ALBA ESMALTE AL AGUA ROJO DERBY X  1 LT           ","93.56",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1607,"23.1607",16,23184,"ALBA ESMALTE AL AGUA ROJO DERBY X  4 LTS          ","355.61",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",1,23197,"ALBA ESMALTE AL AGUA AZUL NAVY X  0.5 LT          ","46.67",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",2,23198,"ALBA ESMALTE AL AGUA AZUL NAVY X  1 LT            ","74.7",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",3,23199,"ALBA ESMALTE AL AGUA AZUL NAVY X  4 LTS           ","284.57",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",4,23203,"ALBA ESMALTE AL AGUA MARRON CHOCOLATE X  0.5 LT   ","46.67",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",5,23204,"ALBA ESMALTE AL AGUA MARRON CHOCOLATE X  1 LT     ","74.7",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",6,23205,"ALBA ESMALTE AL AGUA MARRON CHOCOLATE X  4 LTS    ","284.57",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",7,23200,"ALBA ESMALTE AL AGUA MARRON VILLAGE X  0.5 LT     ","46.67",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",8,23201,"ALBA ESMALTE AL AGUA MARRON VILLAGE X  1 LT       ","74.7",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",9,23202,"ALBA ESMALTE AL AGUA MARRON VILLAGE X  4 LTS      ","284.57",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",10,23191,"ALBA ESMALTE AL AGUA NEGRO X  0.5 LT              ","46.67",1,"UNI",1
"PINTURAS, ALBA LINEA HOGAR    ","ALBA-ESPECIAL ESM AL AGUA GRUP","ALBA",23,1933,"23.1933",11,23192,"ALBA ESMALTE AL AGUA NEGRO X  1 LT                ","74.7",1,"UNI",1
