"RUBRO","SUBRUBRO","MARCA","Rubro","Subrubro",,"Orden","Codigo","Nombre","Precio","Unidad por bulto fact.","Texto",
"BRONCERIA, VARIOS             ","FV     -LLAVE PASO H/BCE Y CAN","FV",10,72,"10.0072",11,15595,"CANILLA SERVICIO FV 434/15 CROMO 13MM             ","71.07",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -LLAVE PASO H/BCE Y CAN","FV",10,72,"10.0072",12,679,"LLAVE PASO HIERRO FV 13MM BRONCE ART 0470         ","32.73",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -LLAVE PASO H/BCE Y CAN","FV",10,72,"10.0072",13,682,"LLAVE PASO HIERRO FV 19MM BRONCE ART 0470         ","53.05",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -LLAVE PASO H/BCE Y CAN","FV",10,72,"10.0072",14,681,"LLAVE PASO HIERRO FV  13MM CROMO C/CAMPANA 478/20 ","62.55",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -LLAVE PASO H/BCE Y CAN","FV",10,72,"10.0072",15,627,"LLAVE PASO HIERRO FV  19MM CROMO C/CAMPANA 478/20 ","92.78",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -LLAVE PASO H/BCE Y CAN","FV",10,72,"10.0072",16,680,"LLAVE PASO HIERRO FV   13MM CROMO ART 0470        ","34.26",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -LLAVE PASO H/BCE Y CAN","FV",10,72,"10.0072",17,683,"LLAVE PASO HIERRO FV   19MM CROMO ART 0470        ","55.64",1,"UNI",1
"BRONCERIA, VARIOS             ","FV - LLAVE PASO H/BCE Y CANILL","FV",10,2239,"10.2239",1,18295,"CANILLA FV (COMBINADA) ART 434.01/15 (DUPLEX)     ","170.52",1,"UNI",1
"BRONCERIA, VARIOS             ","FV - LLAVE PASO H/BCE Y CANILL","FV",10,2239,"10.2239",2,12233,"LLAVE PASO HIDRO  FV  13MM C/CAMPANA ART 0489/20  ","81.12",1,"UNI",1
"BRONCERIA, VARIOS             ","FV - LLAVE PASO H/BCE Y CANILL","FV",10,2239,"10.2239",3,12234,"LLAVE PASO HIDRO  FV  19MM C/CAMPANA ART 0489/20  ","89.98",1,"UNI",1
"BRONCERIA, VARIOS             ","FV - LLAVE PASO H/BCE Y CANILL","FV",10,2239,"10.2239",4,4533,"LLAVE PASO HIDRO  FV 13MM CROMO ART 0485          ","58.65",1,"UNI",1
"BRONCERIA, VARIOS             ","FV - LLAVE PASO H/BCE Y CANILL","FV",10,2239,"10.2239",5,4534,"LLAVE PASO HIDRO  FV 19MM CROMO ART 0485          ","66.61",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",10,12237,"VALVULA EXCLUSA FV BCE  13MM ART 0600             ","65.97",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",20,12238,"VALVULA EXCLUSA FV BCE  19MM ART 0600             ","73.08",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",30,12239,"VALVULA EXCLUSA FV BCE  25MM ART 0600             ","106.34",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",32,16800,"VALVULA EXCLUSA FV BCE  32MM ART 0600             ","146.75",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",34,16801,"VALVULA EXCLUSA FV BCE  38MM ART 0600             ","177.1",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",36,16802,"VALVULA EXCLUSA FV BCE  50MM ART 0600             ","263.25",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",40,8766,"VALVULA EXCLUSA FV C/C 13MM H-H ART 0602/20       ","109.78",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",50,8767,"VALVULA EXCLUSA FV C/C 19MM H-H ART 0602/20       ","146.71",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",60,12235,"VALVULA EXCLUSA FV CRO 13MM ART 0600              ","65.97",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",70,12236,"VALVULA EXCLUSA FV CRO 19MM ART 0600              ","73.08",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",80,17081,"VALVULA EXCLUSA FV HO CRO 13MM CAÑO/COBRE ART 0689","75.73",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -VALVULA EXCLUSA       ","FV",10,1407,"10.1407",100,4536,"VALVULA EXCLUSA FV HO CR 19MM CAÑO/COBRE ART 0689 ","85.13",1,"UNI",1
"BRONCERIA, VARIOS             ","FUNDILAR -LLAVE GAS / ESFERICA","FUNDILAR",10,865,"10.0865",1,720,"LLAVE GAS   1/2' BRONCE ALARSA                    ","55.85",1,"UNI",1
"BRONCERIA, VARIOS             ","FUNDILAR -LLAVE GAS / ESFERICA","FUNDILAR",10,865,"10.0865",2,723,"LLAVE GAS   3/4' BRONCE ALARSA                    ","67.88",1,"UNI",1
"BRONCERIA, VARIOS             ","FUNDILAR -LLAVE GAS / ESFERICA","FUNDILAR",10,865,"10.0865",3,619,"LLAVE GAS 1'     BRONCE ALARSA                    ","176.09",1,"UNI",1
"BRONCERIA, VARIOS             ","FUNDILAR -LLAVE GAS / ESFERICA","FUNDILAR",10,865,"10.0865",4,721,"LLAVE GAS   1/2' CROMO  ALARSA                    ","62.44",1,"UNI",1
"BRONCERIA, VARIOS             ","FUNDILAR -LLAVE GAS / ESFERICA","FUNDILAR",10,865,"10.0865",5,724,"LLAVE GAS   3/4' CROMO  ALARSA                    ","74.86",1,"UNI",1
"BRONCERIA, VARIOS             ","FUNDILAR -LLAVE GAS / ESFERICA","FUNDILAR",10,865,"10.0865",6,20473,"LLAVE GAS  1'    CROMO  ALARSA                    ","197.04",1,"UNI",1
"BRONCERIA, VARIOS             ","FUNDILAR -LLAVE GAS / ESFERICA","FUNDILAR",10,865,"10.0865",7,722,"LLAVE GAS   1/2' CROMO  C/CAMPANA ALARSA          ","69.82",1,"UNI",1
"BRONCERIA, VARIOS             ","FUNDILAR -LLAVE GAS / ESFERICA","FUNDILAR",10,865,"10.0865",8,725,"LLAVE GAS   3/4' CROMO  C/CAMPANA ALARSA          ","83.78",1,"UNI",1
"BRONCERIA, VARIOS             ","VALV.SA-LLAVE MAESTRA Y FERULA",,10,315,"10.0315",1,1734,"FERULA O.S.N.PVC 1/2'                             ","11.95",1,"UNI",1
"BRONCERIA, VARIOS             ","VALV.SA-LLAVE MAESTRA Y FERULA",,10,315,"10.0315",5,1743,"LLAVE MAESTRA OSN/OSBA 1/2'                       ","36.38",1,"UNI",1
"BRONCERIA, VARIOS             ","VALV.SA-LLAVE MAESTRA Y FERULA",,10,315,"10.0315",6,1744,"LLAVE MAESTRA OSN/OSBA 3/4'                       ","35.86",1,"UNI",1
"BRONCERIA, VARIOS             ","FERVA  -CUPLA AISLANTE        ","FERVA",10,707,"10.0707",10,4725,"CUPLA AISLANTE 3/4                                ","20.77",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",1,574,"BARRA TOALLERO CELULINA                           ","7.69",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",3,577,"BOYA ISOPOR CHATA P/DEPOSITO                      ","4.8",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",4,578,"BOYA ISOPOR P/FLOTANTE   1/2'                     ","5.01",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",5,579,"BOYA ISOPOR P/FLOTANTE   3/4'                     ","5.37",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",6,16768,"BOYA ISOPOR P/FLOTANTE 1'                         ","6.63",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",7,11031,"BOYA ISOPOR P/FLOTANTE PRESION 1/2'               ","13.69",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",8,16769,"BOYA ISOPOR P/FLOTANTE PRESION 3/4'               ","16.3",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",10,597,"CONEXION ALUMINIO COCINA 1/2                      ","28.36",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",11,1160,"CONEXION FUELLE P/INODORO                         ","7.83",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",12,15914,"CONEXION FUELLE P/MOCHILA                         ","9.66",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",13,11032,"GRAMPAS AMURAR   1/2'                             ","3.35",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",14,11033,"GRAMPAS AMURAR   3/4'                             ","3.69",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",15,11034,"GRAMPAS AMURAR 1'                                 ","4.06",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",17,635,"PALITO PORTARROLLO PLASTICO                       ","5.1",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",18,640,"PROLONGACION 13X25 CROMO                          ","13.16",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",19,19240,"PROLONGACION 13X32 CROMO                          ","14.93",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",20,20478,"PROLONGACION 13X38 CROMO                          ","17.22",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",21,641,"PROLONGACION 13X50 CROMO                          ","19.94",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",22,165,"PROLONGACION 13X13 CROMO                          ","9.01",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",23,172,"PROLONGACION 13X19 CROMO                          ","10.48",1,"UNI",1
"BRONCERIA, VARIOS             ","TOTOLO -VARIOS BRONCERIA      ","TOTOLO",10,638,"10.0638",24,11030,"TORNILLO INODORO 22X80 CABEZA CROMO C/PVC         ","3.52",1,"UNI",1
"BRONCERIA, VARIOS             ","LA CHOZA - REJA PISO HIERRO FU","LA CHOZA",10,2307,"10.2307",1,19143,"REJA PISO HO FDO 15X15                            ","16.19",1,"UNI",1
"BRONCERIA, VARIOS             ","LA CHOZA - REJA PISO HIERRO FU","LA CHOZA",10,2307,"10.2307",2,19144,"REJA PISO HO FDO 20X20                            ","29.9",1,"UNI",1
"BRONCERIA, VARIOS             ","LA CHOZA - REJA PISO HIERRO FU","LA CHOZA",10,2307,"10.2307",3,19145,"REJA PISO HO FDO 30X30                            ","67.99",1,"UNI",1
"BRONCERIA, VARIOS             ","DELTA  -AIREAD/VALV.DESCA/SO  ","DELTA",10,1116,"10.1116",50,5355,"DELTA SOPAPA A CODO CLIK CLAK C/PVC CROMO         ","183.03",1,"UNI",1
"BRONCERIA, VARIOS             ","DELTA  -AIREAD/VALV.DESCA/SO  ","DELTA",10,1116,"10.1116",60,5354,"DELTA SOPAPA RECTA CLIK CLAK C/PVC CROMO          ","147.95",1,"UNI",1
"BRONCERIA, VARIOS             ","DELTA  -AIREAD/VALV.DESCA/SOPA","DELTA",10,1208,"10.1208",3,18472,"DELTA DESCARGA VALVULA 1-1/2' 25X70 BRONCE        ","237.14",1,"UNI",1
"BRONCERIA, VARIOS             ","DELTA  -AIREAD/VALV.DESCA/SOPA","DELTA",10,1208,"10.1208",4,18471,"DELTA DESCARGA VALVULA 1-1/2' 25X70 CROMO         ","230.23",1,"UNI",1
"BRONCERIA, VARIOS             ","DELTA  -AIREAD/VALV.DESCA/SOPA","DELTA",10,1208,"10.1208",6,26665,"PUERTA P/LLAVE DE PASO 20X25 CHAPA                ","103.11",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -CONEXION MAXICHIC     ","RAO",10,1077,"10.1077",10,17368,"CONEXION TUBO MACHO GIRATORIO 1/2X20              ","32.07",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -CONEXION MAXICHIC     ","RAO",10,1077,"10.1077",20,10858,"CONEXION TUBO MACHO GIRATORIO 1/2X25              ","34.11",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -CONEXION MAXICHIC     ","RAO",10,1077,"10.1077",30,10859,"CONEXION TUBO MACHO GIRATORIO 1/2X30              ","38.53",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -CONEXION MAXICHIC     ","RAO",10,1077,"10.1077",40,10860,"CONEXION TUBO MACHO GIRATORIO 1/2X35              ","41.72",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -CONEXION MAXICHIC     ","RAO",10,1077,"10.1077",50,13710,"CONEXION TUBO MACHO GIRATORIO 1/2X40              ","45.19",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -CONEXION VARIOS       ","RAO",10,427,"10.0427",30,650,"DESCARGA MINGITORIO FLEXIBLE                      ","114.54",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -CONEXION VARIOS       ","RAO",10,427,"10.0427",50,10537,"FLEXIFON CROMADO                                  ","173.77",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -CONEXION VARIOS       ","RAO",10,427,"10.0427",60,10538,"FLEXIFON DORADO                                   ","210.66",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1795,"10.1795",1,21905,"FLEXIBLE ACERO INOXIDABLE FV 13-20 (EL PAR) 0260  ","57.07",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1795,"10.1795",4,21908,"FLEXIBLE ACERO INOXIDABLE FV 13-35 (EL PAR) 0260  ","62.14",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1795,"10.1795",5,21909,"FLEXIBLE ACERO INOXIDABLE FV 13-40 (EL PAR) 0260  ","64.17",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",10,15513,"FLEXIBLE FV MALLADO 13-20 (EL PAR) 0261           ","61.62",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",20,15514,"FLEXIBLE FV MALLADO 13-25 (EL PAR) 0261           ","66.71",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",30,15512,"FLEXIBLE FV MALLADO 13-30 (EL PAR) 0261           ","71.98",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",40,15515,"FLEXIBLE FV MALLADO 13-35 (EL PAR) 0261           ","76.59",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",50,15511,"FLEXIBLE FV MALLADO 13-40 (EL PAR) 0261           ","81.42",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",70,15516,"FLEXIBLE FV MALLADO 19-20 (EL PAR) 0261           ","103.01",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",80,15517,"FLEXIBLE FV MALLADO 19-25 (EL PAR) 0261           ","108.72",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",90,15518,"FLEXIBLE FV MALLADO 19-30 (EL PAR) 0261           ","114.9",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",100,15519,"FLEXIBLE FV MALLADO 19-35 (EL PAR) 0261           ","121.26",1,"UNI",1
"BRONCERIA, VARIOS             ","FV     -CONEXION FLEXIBLE     ","FV",10,1364,"10.1364",110,15520,"FLEXIBLE FV MALLADO 19-40 (EL PAR) 0261           ","128.26",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA-CONEXION FLEXIBLE ","DINATECNICA",10,1575,"10.1575",1,16290,"CONEXION FLEXIBLE GAS 1/2' X 200 A  420           ","94.14",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA-CONEXION FLEXIBLE ","DINATECNICA",10,1575,"10.1575",2,25026,"CONEXION FLEXIBLE GAS 3/4' X 200 A 420            ","125.82",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA-CONEXION FLEXIBLE ","DINATECNICA",10,1575,"10.1575",3,16309,"CONEXION FLEXIBLE GAS 1/2' X 400 A 1050           ","148.62",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA-CONEXION FLEXIBLE ","DINATECNICA",10,1575,"10.1575",5,23998,"CONEXION FLEXIBLE APROB P/GAS 1/2' X 30 CM        ","58.94",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA-CONEXION FLEXIBLE ","DINATECNICA",10,1575,"10.1575",6,23999,"CONEXION FLEXIBLE APROB P/GAS 1/2' X 40 CM        ","74.31",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA-CONEXION FLEXIBLE ","DINATECNICA",10,1575,"10.1575",7,24001,"CONEXION FLEXIBLE APROB P/GAS 1/2' X 60 CM        ","98.89",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA-CONEXION FLEXIBLE ","DINATECNICA",10,1575,"10.1575",8,24002,"CONEXION FLEXIBLE APROB P/GAS 1/2' X 75 CM        ","129.07",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA-CONEXION FLEXIBLE ","DINATECNICA",10,1575,"10.1575",9,24003,"CONEXION FLEXIBLE APROB P/GAS 1/2' X 90 CM        ","136.33",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA-CONEXION FLEXIBLE ","DINATECNICA",10,1575,"10.1575",10,26666,"SELLADOR ROSCA P/GAS DINASEAL 15 ML ALTA TEMP.    ","25.14",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA - CONEXION FLEXIBL","DINATECNICA",10,2260,10226,1,25931,"BLISTER CONEXION DE 7 A 12 CM. P/RADIADOR X2      ","104.48",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA - CONEXION FLEXIBL","DINATECNICA",10,2260,10226,2,25027,"CONEXION FLEXIBLE APROB CALEFACTOR EXTENS 20/30 CM","83.81",1,"UNI",1
"BRONCERIA, VARIOS             ","DINATECNICA - CONEXION FLEXIBL","DINATECNICA",10,2260,10226,3,25028,"CONEXION FLEXIBLE APROB CALEFACTOR EXTENS 30/50 CM","95.54",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX / CONEXION   ","RAO",10,615,"10.0615",1,19550,"CONEXION P/INODORO FLEXIBLE CR                    ","92.43",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX / CONEXION   ","RAO",10,615,"10.0615",2,7786,"CONEXION ESPECIAL C/ENCHUFE DE GOMA               ","67.79",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX / CONEXION   ","RAO",10,615,"10.0615",3,19740,"ENTRADA MINGITORIO                                ","57.18",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",11,700,"TUBOFLEX 1/2'X20 BRONCE CROMADO                   ","22.42",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",12,701,"TUBOFLEX 1/2'X25 BRONCE CROMADO                   ","24.75",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",13,702,"TUBOFLEX 1/2'X30 BRONCE CROMADO                   ","28.57",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",14,703,"TUBOFLEX 1/2'X35 BRONCE CROMADO                   ","32.22",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",15,704,"TUBOFLEX 1/2'X40 BRONCE CROMADO                   ","35.83",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",16,705,"TUBOFLEX 3/4'X20 BRONCE CROMADO                   ","35.43",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",17,706,"TUBOFLEX 3/4'X25 BRONCE CROMADO                   ","39.65",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",18,707,"TUBOFLEX 3/4'X30 BRONCE CROMADO                   ","42.8",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",19,708,"TUBOFLEX 3/4'X35 BRONCE CROMADO                   ","46.16",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",20,709,"TUBOFLEX 3/4'X40 BRONCE CROMADO                   ","50.3",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -TUBOFLEX BCE. CROMADO ","RAO",10,25,"10.0025",21,7781,"TUBOFLEX 1/2'X30 RN DORADO                        ","44.29",1,"UNI",1
"BRONCERIA, VARIOS             ","ERREDE -FLOTANTE              ","ERREDE",10,676,"10.0676",30,606,"FLOTANTE EXTERIOR PVC T/CAM 13 ERREDE             ","31.69",1,"UNI",1
"BRONCERIA, VARIOS             ","ERREDE -FLOTANTE              ","ERREDE",10,676,"10.0676",40,5539,"FLOTANTE EXTERIOR PVC T/CAM 19 ERREDE             ","39.25",1,"UNI",1
"BRONCERIA, VARIOS             ","ERREDE -FLOTANTE              ","ERREDE",10,676,"10.0676",50,605,"FLOTANTE P/DEP EMB PVC T/CAM 13 ERREDE            ","24.74",1,"UNI",1
"BRONCERIA, VARIOS             ","DIMASIL - FLOTANTE ALTA PRESIO","DIMASIL",10,429,"10.0429",1,883,"FLOTANTE ALTA PRESION BCE C/BOYA ISOPOR 1/2'      ","112.22",1,"UNI",1
"BRONCERIA, VARIOS             ","DIMASIL - FLOTANTE ALTA PRESIO","DIMASIL",10,429,"10.0429",2,885,"FLOTANTE ALTA PRESION BCE C/BOYA ISOPOR 3/4'      ","137.71",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED - CONEXION             ","PAUFED",10,685,"10.0685",1,1162,"CONEXION PVC 1/2X20 GRIS                          ","7.22",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED - CONEXION             ","PAUFED",10,685,"10.0685",2,1163,"CONEXION PVC 1/2X30 GRIS                          ","8.24",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED - CONEXION             ","PAUFED",10,685,"10.0685",3,1164,"CONEXION PVC 1/2X40 GRIS                          ","9.12",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED - CONEXION             ","PAUFED",10,685,"10.0685",4,1165,"CONEXION PVC 1/2X50 GRIS                          ","10.42",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED - SIFON                ","PAUFED",10,1784,"10.1784",1,1156,"SIFON PVC DOBLE  SIFOLIMP                         ","52.77",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED - SIFON                ","PAUFED",10,1784,"10.1784",2,1155,"SIFON PVC SIMPLE SIFOLIMP                         ","23.33",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO - SIFON GOMA              ","RAO",10,2243,"10.2243",1,563,"SIFON GOMA 1 BACHA                                ","23.4",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO - SIFON GOMA              ","RAO",10,2243,"10.2243",2,564,"SIFON GOMA 2 BACHA                                ","41.58",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO - SIFON GOMA Y METALICO - ","RAO",10,23,"10.0023",1,7783,"CONEXION A CODO 1/2'X38                           ","19.76",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO - SIFON GOMA Y METALICO - ","RAO",10,23,"10.0023",2,7784,"CONEXION RECTA 1/2'X38                            ","16.42",1,"UNI",1
"BRONCERIA, VARIOS             ","RAO - SIFON GOMA Y METALICO - ","RAO",10,23,"10.0023",4,7785,"TOMA DE AGUA DE 30 CM                             ","25.76",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED -SOPAP/CANIL/BRAZ/DEPOS","PAUFED",10,63,"10.0063",10,11391,"BRAZO PVC CROMADO C/FLOR                          ","24.67",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED -SOPAP/CANIL/BRAZ/DEPOS","PAUFED",10,63,"10.0063",60,1166,"CANILLA SERVICIO PVC 1/2 SIFOLIMP                 ","10.14",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED -SOPAP/CANIL/BRAZ/DEPOS","PAUFED",10,63,"10.0063",70,1167,"CANILLA SERVICIO PVC 3/4 SIFOLIMP                 ","12.94",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED -SOPAP/CANIL/BRAZ/DEPOS","PAUFED",10,63,"10.0063",110,1157,"SOPAPA PVC 40 ENCHAP (LAVAT) GRIS                 ","11.93",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED -SOPAP/CANIL/BRAZ/DEPOS","PAUFED",10,63,"10.0063",120,1158,"SOPAPA PVC 50 ENCHAP GRIS                         ","14.62",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED -SOPAP/CANIL/BRAZ/DEPOS","PAUFED",10,63,"10.0063",130,1159,"SOPAPA PVC BANERA A CODO ENCH GRIS                ","21.04",1,"UNI",1
"BRONCERIA, VARIOS             ","PAUFED -SOPAP/CANIL/BRAZ/DEPOS","PAUFED",10,63,"10.0063",140,1170,"SOPAPA PVC RECEPT/BANERA C/REJ. 8.5X8.5           ",16,1,"UNI",1
"BRONCERIA, VARIOS             ","RAO    -SOPAPA BA-./LAV./PIL. ","RAO",10,156,"10.0156",2,565,"SOPAPA BANERA RECTA CROMO                         ","46.53",1,"UNI",1
